team_list_id,tournament_count,player_count,best_placement,first_seen_date,first_seen_tournament_id,first_seen_event_id,regulation_set,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
6574,1,1,2,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6574,6574,2026-08-03 08:41:23.658111+00,0.2.0
6580,1,1,8,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6580,6580,2026-08-03 08:41:23.658111+00,0.2.0
6581,1,1,9,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6581,6581,2026-08-03 08:41:23.658111+00,0.2.0
6587,1,2,16,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6587,6587,2026-08-03 08:41:23.658111+00,0.2.0
6591,1,1,21,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6591,6591,2026-08-03 08:41:23.658111+00,0.2.0
6599,1,1,33,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6599,6599,2026-08-03 08:41:23.658111+00,0.2.0
6602,1,1,36,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6602,6602,2026-08-03 08:41:23.658111+00,0.2.0
6605,1,1,40,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6605,6605,2026-08-03 08:41:23.658111+00,0.2.0
6606,1,1,41,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6606,6606,2026-08-03 08:41:23.658111+00,0.2.0
6607,1,1,44,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6607,6607,2026-08-03 08:41:23.658111+00,0.2.0
